ID;EXTERNAL_ID;Успешных платежей за 180 дней
48425;3014773662@3014773660|urn:sbrfsystems:49-ufo;4
100678;135654-56@135654-56|urn:sbrfsystems:54-asbil;4
99422;117749-54@117749-54|urn:sbrfsystems:54-asbil;4
100589;135406-56@135406-56|urn:sbrfsystems:54-asbil;4
96628;47622785@47623013|urn:sbrfsystems:55-isppn;4
96883;50626782@51072783|urn:sbrfsystems:55-isppn;4
97431;74890726@75426088|urn:sbrfsystems:55-isppn;4
96622;47620201@47620393|urn:sbrfsystems:55-isppn;4
104805;89827-54@89827-54|urn:sbrfsystems:54-asbil;4
96499;43625721@43625991|urn:sbrfsystems:55-isppn;4
103752;167471-05@167471-05|urn:sbrfsystems:54-asbil;4
17205;83172395@290131002|phiz-gate-gorod-sb;4
78146;39618586@55463451|gorod-bajkal;4
46752;1953969@72736766|phiz-gate-cpfl-skb;4
66851;LIK@3135_LIK|phiz-gate-enisey;4
26059;K22E4205@ASBC|phiz-gate-cpfl-dvb;4
76457;87296677@134068354|urn:sbrfsystems:52-isppn;4
69488;7246569@92771506|urn:sbrfsystems:55-isppn;4
4161;20338977@20338977|phiz-gate-gorod-sb;4
69680;79541127@79837090|urn:sbrfsystems:55-isppn;4
69547;74563105@75513226|urn:sbrfsystems:55-isppn;4
53245;75246997@75247031|phiz-gate-cpfl-skb;4
70304;109871111@109871251|urn:sbrfsystems:55-isppn;4
54359;100129693@100129693|phiz-gate-gorod-sb;4
3262;17549628@17549628|phiz-gate-gorod-sb;4
44786;50769530@50770544|urn:sbrfsystems:55-isppn;4
75204;120092571@135722911|urn:sbrfsystems:52-isppn;4
69350;56965475@56965508|urn:sbrfsystems:55-isppn;4
3780;16647176@16647176|phiz-gate-gorod-sb;4
29820;800000052_62718_00_07@800000052|urn:sbrfsystems:40-cpfl;4
30795;1858_00708_00_01@1858|phiz-gate-cpfl-cchb;4
76406;123866739@135722595|urn:sbrfsystems:52-isppn;4
69802;8748310@64220804|urn:sbrfsystems:55-isppn;4
77815;VLD_PDS4@VLD_PDS4|urn:sbrfsystems:42-yenisei;4
47951;TTTY86635@ASBC|phiz-gate-cpfl-dvb;4
70552;92016330@92016417|urn:sbrfsystems:55-isppn;4
69915;96271045@96271177|urn:sbrfsystems:55-isppn;4
61247;4847845@94932785|gorod-altaj;4
70767;40111_86112_00_01@40111|urn:sbrfsystems:44-cpfl;4
68258;KRV_OHJIV@KRV_OHJIV|urn:sbrfsystems:42-yenisei;4
60360;101120236@101120236|phiz-gate-gorod-sb;4
4441;44849308@44849308|phiz-gate-gorod-sb;4
7628;77428490@77428490|phiz-gate-gorod-sb;4
34980;67306965@68310157|phiz-gate-cpfl-skb;4
61558;10122_00709_00_01@10122|phiz-gate-cpfl-cchb;4
60938;101323427@4414008481|phiz-gate-gorod-sb;4
4246;22162001@22162001|phiz-gate-gorod-sb;4
40674;10558526@69944828|phiz-gate-cpfl-skb;4
7256;66250656@66250656|phiz-gate-gorod-sb;4
12524;21458_76999_00_06@21458|phiz-gate-cpfl;4
5839;17548951@17548951|phiz-gate-gorod-sb;4
61840;1465_00705_00_01@1465|phiz-gate-cpfl-cchb;4
29632;!NDOM2@3114_NDM2|phiz-gate-enisey;4
65355;UF0003_06@UK_G_B7|urn:sbrfsystems:42-yenisei;4
29045;TAR_RDRG@TAR_RDRG|urn:sbrfsystems:42-yenisei;4
30420;!UGKH@3114_UGKH|phiz-gate-enisey;4
57180;DSD394157@ASBC|phiz-gate-cpfl-dvb;4
49602;26708_00330_00_01@26708|phiz-gate-cpfl-cchb;4
114731;97458231@97459566|urn:sbrfsystems:55-isppn;4
114933;130192469@132377958|phiz-gate-gorod;4
115451;137258132@137258177|urn:sbrfsystems:52-isppn;4
116003;32019_52489_00_01@32019|phiz-gate-cpfl-cchb;4
101274;148362-11@148362-11|urn:sbrfsystems:54-asbil;4
110722;3587@5403|urn:sbrfsystems:99-rbc;4
112793;13118070973@12336549687|urn:sbrfsystems:49-ufo;4
96928;51663949@51665560|urn:sbrfsystems:55-isppn;4
113611;114352071@114355787|urn:sbrfsystems:55-isppn;4
114638;69381382@69381667|urn:sbrfsystems:55-isppn;4
113657;116029340@116029376|urn:sbrfsystems:55-isppn;4
81848;TTT971038@ASBC|phiz-gate-cpfl-dvb;4
114658;75642622@75642681|urn:sbrfsystems:55-isppn;4
110967;Org_29193@3455|urn:sbrfsystems:99-rbc;4
106845;74914588@75035820|urn:sbrfsystems:55-isppn;4
102550;161814-46@161814-46|urn:sbrfsystems:54-asbil;4
110651;3408@5315|urn:sbrfsystems:99-rbc;4
100693;135726-56@135726-56|urn:sbrfsystems:54-asbil;4
104135;73433-54@73433-54|urn:sbrfsystems:54-asbil;4
106613;72574727@72718555|urn:sbrfsystems:55-isppn;4
97361;74784917@75478627|urn:sbrfsystems:55-isppn;4
93010;134293069@135739226|urn:sbrfsystems:52-isppn;4
104026;168140-11@168140-11|urn:sbrfsystems:54-asbil;4
103024;165365-54@165365-54|urn:sbrfsystems:54-asbil;4
93174;136574468@136574893|urn:sbrfsystems:52-isppn;4
100558;135355-56@135355-56|urn:sbrfsystems:54-asbil;4
52751;964798@75114848|phiz-gate-cpfl-skb;4
48468;3014774642@3014774640|urn:sbrfsystems:49-ufo;4
56367;10057160027@9713436907|urn:sbrfsystems:49-ufo;4
78802;34008_52457_00_01@34008|phiz-gate-cpfl-cchb;4
95085;22532047@84284981|phiz-gate-cpfl-skb;4
90685;85430_50585_00_01@85430|phiz-gate-cpfl-cchb;4
53054;DSKMS025C@ASBC|phiz-gate-cpfl-dvb;4
48774;3187333152@3187333148|urn:sbrfsystems:49-ufo;4
93072;135903611@135904642|urn:sbrfsystems:52-isppn;4
97379;74785482@75648658|urn:sbrfsystems:55-isppn;4
96467;43179266@43181589|urn:sbrfsystems:55-isppn;4
96745;48653214@48654486|urn:sbrfsystems:55-isppn;4
96134;171616749@171616775|phiz-gate-gorod;4
89647;900699@83841403|phiz-gate-cpfl-skb;4
82664;163083269@163386042|phiz-gate-gorod;4
69659;7832432@84035390|urn:sbrfsystems:55-isppn;4
48453;3014774291@3014774289|urn:sbrfsystems:49-ufo;4
56239;10048215825@9713436907|urn:sbrfsystems:49-ufo;4
95461;50626760@51072674|urn:sbrfsystems:55-isppn;4
49302;5748596467@5748594318|urn:sbrfsystems:49-ufo;4
96512;44364852@113577003|urn:sbrfsystems:55-isppn;4
96938;51769754@52679825|urn:sbrfsystems:55-isppn;4
102698;162643-54@162643-54|urn:sbrfsystems:54-asbil;4
96529;45099478@45100066|urn:sbrfsystems:55-isppn;4
37730;3187330913@3187330909|urn:sbrfsystems:49-ufo;4
49290;5598623212@5598619728|urn:sbrfsystems:49-ufo;4
81536;4898_06904_00_01@4898|phiz-gate-cpfl-cchb;4
48544;3014776024@3014776022|urn:sbrfsystems:49-ufo;4
36682;10270930321@9713436907|urn:sbrfsystems:49-ufo;4
90668;85412_50585_00_01@85412|phiz-gate-cpfl-cchb;4
95591;66840279@66840380|urn:sbrfsystems:55-isppn;4
95613;71425709@71426317|urn:sbrfsystems:55-isppn;4
95520;55071581@55072146|urn:sbrfsystems:55-isppn;4
92145;KRV_NAD@NADE_8612|urn:sbrfsystems:42-yenisei;4
38112;3376967720@3376967716|urn:sbrfsystems:49-ufo;4
4665;13989848@13989848|phiz-gate-gorod-sb;4
91767;77803791@77804183|urn:sbrfsystems:55-isppn;4
65620;1500266_15014_00_00@1500266|urn:sbrfsystems:16-cpfl;4
68609;1500254_15014_00_00@1500254|urn:sbrfsystems:16-cpfl;4
77183;92088947@92091398|urn:sbrfsystems:55-isppn;4
86793;165780-46@165780-46|urn:sbrfsystems:54-asbil;4
37368;3014763675@3014763673|urn:sbrfsystems:49-ufo;4
5872;62950026@62950026|phiz-gate-gorod-sb;4
38423;4307806957@4307804939|urn:sbrfsystems:49-ufo;4
48992;3385474731@3385474720|urn:sbrfsystems:49-ufo;4
78859;TTT415714@ASBC|phiz-gate-cpfl-dvb;4
80372;13607252@13610771|gorod-bajkal;4
56334;10056229209@9713436907|urn:sbrfsystems:49-ufo;4
53887;TTT97829@ASBC|phiz-gate-cpfl-dvb;4
76509;150953397@150959894|phiz-gate-gorod;4
86826;165847-54@165847-54|urn:sbrfsystems:54-asbil;4
69095;11374347@84044167|urn:sbrfsystems:55-isppn;4
80789;156982434@157080464|phiz-gate-gorod;4
70693;105001747@105001747|phiz-gate-gorod-sb;4
72850;128372365@134223787|urn:sbrfsystems:52-isppn;4
109354;CHV_MVDP@CHV_MVD|urn:sbrfsystems:42-yenisei;4
96752;48994765@89997732|urn:sbrfsystems:55-isppn;4
110352;2931@5074|urn:sbrfsystems:99-rbc;4
103300;166223-11@166223-11|urn:sbrfsystems:54-asbil;4
95379;49579290@50546385|urn:sbrfsystems:55-isppn;4
109016;11471205466@11470225175|urn:sbrfsystems:49-ufo;4
105309;91889-54@91889-54|urn:sbrfsystems:54-asbil;4
99448;117820-05@117820-05|urn:sbrfsystems:54-asbil;4
105991;120300871@120305203|urn:sbrfsystems:55-isppn;4
106083;42897552@42898959|urn:sbrfsystems:55-isppn;4
96419;41361748@60437138|urn:sbrfsystems:55-isppn;4
96470;43187421@43188114|urn:sbrfsystems:55-isppn;4
105942;112038849@112039240|urn:sbrfsystems:55-isppn;4
102578;162139-05@162139-05|urn:sbrfsystems:54-asbil;4
106590;71986910@108392844|urn:sbrfsystems:55-isppn;4
108538;137263617@137263880|urn:sbrfsystems:52-isppn;4
105832;98522-05@98522-05|urn:sbrfsystems:54-asbil;4
106887;75409238@97106070|urn:sbrfsystems:55-isppn;4
95033;630000055_63701_00_07@630000055|urn:sbrfsystems:40-cpfl;4
99079;108978-69@108978-69|urn:sbrfsystems:54-asbil;4
106882;75217049@78786484|urn:sbrfsystems:55-isppn;4
104628;87602-54@87602-54|urn:sbrfsystems:54-asbil;4
105292;CHV_FINDO@CHV_FINDO|urn:sbrfsystems:42-yenisei;4
81843;DS188636@ASBC|phiz-gate-cpfl-dvb;4
97548;78909969@78935114|urn:sbrfsystems:55-isppn;4
107462;42150544@42151230|urn:sbrfsystems:55-isppn;4
107822;96982912@97028816|urn:sbrfsystems:55-isppn;4
56627;10198597812@9713436907|urn:sbrfsystems:49-ufo;4
92837;85222541@85222586|urn:sbrfsystems:55-isppn;4
106516;62924371@62924412|urn:sbrfsystems:55-isppn;4
106190;47694418@47694761|urn:sbrfsystems:55-isppn;4
91472;35099091@82565315|urn:sbrfsystems:55-isppn;4
106790;74786162@77119347|urn:sbrfsystems:55-isppn;4
96468;43179918@43180534|urn:sbrfsystems:55-isppn;4
105028;91102-54@91102-54|urn:sbrfsystems:54-asbil;4
107433;20576662@78629683|urn:sbrfsystems:55-isppn;4
100633;135482-56@135482-56|urn:sbrfsystems:54-asbil;4
95822;79468174@79474401|urn:sbrfsystems:55-isppn;4
49583;25021_00330_00_01@25021|phiz-gate-cpfl-cchb;4
37850;3190061395@3190061391|urn:sbrfsystems:49-ufo;4
105846;98576-54@98576-54|urn:sbrfsystems:54-asbil;4
101235;146366-11@146366-11|urn:sbrfsystems:54-asbil;4
107569;47648901@47649624|urn:sbrfsystems:55-isppn;4
106431;52900225@52900525|urn:sbrfsystems:55-isppn;4
105197;91636-54@91636-54|urn:sbrfsystems:54-asbil;4
94441;10036346946@9399951324|urn:sbrfsystems:49-ufo;4
101587;154129-46@154129-46|urn:sbrfsystems:54-asbil;4
95871;90097322@90097533|urn:sbrfsystems:55-isppn;4
104179;75934-54@75934-54|urn:sbrfsystems:54-asbil;4
107174;9731543@93963508|urn:sbrfsystems:55-isppn;4
93032;134902134@135090971|urn:sbrfsystems:52-isppn;4
101915;157661-46@157661-46|urn:sbrfsystems:54-asbil;4
106236;48519578@48524327|urn:sbrfsystems:55-isppn;4
96879;50626191@51069574|urn:sbrfsystems:55-isppn;4
95018;9844698510@9399951808|urn:sbrfsystems:49-ufo;4
106483;56516772@56554299|urn:sbrfsystems:55-isppn;4
107599;48226472@49327191|urn:sbrfsystems:55-isppn;4
99052;108358-69@108358-69|urn:sbrfsystems:54-asbil;4
80418;19199127@22883630|gorod-bajkal;4
96751;48992237@48995125|urn:sbrfsystems:55-isppn;4
98826;13939877459@13939286078|urn:sbrfsystems:49-ufo;4
103875;167722-48@167722-48|urn:sbrfsystems:54-asbil;4
92784;657895@81003367|urn:sbrfsystems:55-isppn;4
96733;48531145@48531504|urn:sbrfsystems:55-isppn;4
24589;35222_52511_00_01@35222|phiz-gate-cpfl-cchb;4
66970;!DSAZC@3135_DSZC|phiz-gate-enisey;4
55791;76406747@76406778|phiz-gate-cpfl-skb;4
75835;69944817@70234055|phiz-gate-cpfl-skb;4
4122;1607452@1607452|phiz-gate-gorod-sb;4
69370;58159221@58159817|urn:sbrfsystems:55-isppn;4
6858;48698502@48698502|phiz-gate-gorod-sb;4
76039;149732736@149732779|phiz-gate-gorod;4
30284;87583193@87583193|phiz-gate-gorod-sb;4
62795;141657471@162672489|phiz-gate-gorod;4
66034;151650196@151655927|phiz-gate-gorod;4
5368;36495568@36495568|phiz-gate-gorod-sb;4
70488;78189617@78191869|urn:sbrfsystems:55-isppn;4
73379;134715475@134715546|urn:sbrfsystems:52-isppn;4
35597;917257@68637699|phiz-gate-cpfl-skb;4
66994;!DSSK2@3134_DSKS|phiz-gate-enisey;4
17396;83657200@83657200|phiz-gate-gorod-sb;4
7292;70690191@70690191|phiz-gate-gorod-sb;4
62656;118263486@162677171|phiz-gate-gorod;4
4096;1583730@1583730|phiz-gate-gorod-sb;4
61480;19026_50900_00_00@19026|phiz-gate-cpfl-cchb;4
47172;73224017@73226481|phiz-gate-cpfl-skb;4
17374;83317106@83317106|phiz-gate-gorod-sb;4
17124;82441004@82441004|phiz-gate-gorod-sb;4
53984;76220742@76220760|phiz-gate-cpfl-skb;4
61826;14551_00704_00_01@14551|phiz-gate-cpfl-cchb;4
14832;UF0293_01@TLDOM6056|urn:sbrfsystems:42-yenisei;4
30707;87688933@87688933|phiz-gate-gorod-sb;4
53341;TTT911560@ASBC|phiz-gate-cpfl-dvb;4
24962;129118488@134657556|phiz-gate-gorod;4
67233;NORS_N83@3116_N83|phiz-gate-enisey;4
41250;KV207718@ASBC|phiz-gate-cpfl-dvb;4
114718;93342692@93348545|urn:sbrfsystems:55-isppn;4
114967;DS0070_15@S110_4342|urn:sbrfsystems:42-yenisei;4
116179;630600039_63701_00_07@630600039|urn:sbrfsystems:40-cpfl;4
114729;97269291@97269406|urn:sbrfsystems:55-isppn;4
108217;168687-56@168687-56|urn:sbrfsystems:54-asbil;4
115122;11367030@78679949|urn:sbrfsystems:55-isppn;4
114022;85222621@85222891|urn:sbrfsystems:55-isppn;4
112596;TTTEP8567@ASBC|phiz-gate-cpfl-dvb;4
76528;164609223@164609241|phiz-gate-gorod;4
114574;115271203@115271447|urn:sbrfsystems:55-isppn;4
115447;16396873775@16396753156|urn:sbrfsystems:49-ufo;4
109984;2149@4622|urn:sbrfsystems:99-rbc;4
110423;3066@5152|urn:sbrfsystems:99-rbc;4
113293;170764-48@170764-48|urn:sbrfsystems:54-asbil;4
80666;12958933542@12374093455|urn:sbrfsystems:49-ufo;4
110544;3370@5299|urn:sbrfsystems:99-rbc;4
95889;92030031@92193871|urn:sbrfsystems:55-isppn;4
111925;Org_33867@5700|urn:sbrfsystems:99-rbc;4
110813;Org_23996@3207|urn:sbrfsystems:99-rbc;4
110450;3134@5184|urn:sbrfsystems:99-rbc;4
96540;46845242@46845325|urn:sbrfsystems:55-isppn;4
110194;2583@4869|urn:sbrfsystems:99-rbc;4
114115;96230802@102176423|urn:sbrfsystems:55-isppn;4
107801;92029456@92052526|urn:sbrfsystems:55-isppn;4
108647;10111802032@6970023655|urn:sbrfsystems:49-ufo;4
61497;26003_60503_00_01@26003|phiz-gate-cpfl-cchb;4
111973;Org_34019@2800|urn:sbrfsystems:99-rbc;4
112501;TTT911468@ASBC|phiz-gate-cpfl-dvb;4
108572;10012846180@6970023655|urn:sbrfsystems:49-ufo;4
103299;166221-48@166221-48|urn:sbrfsystems:54-asbil;4
110152;2503@4821|urn:sbrfsystems:99-rbc;4
104935;90768-54@90768-54|urn:sbrfsystems:54-asbil;4
40370;3014801515@3014801513|urn:sbrfsystems:49-ufo;4
80714;14781568782@9713436907|urn:sbrfsystems:49-ufo;4
36700;10273302130@9713436907|urn:sbrfsystems:49-ufo;4
35848;10055238188@9713436907|urn:sbrfsystems:49-ufo;4
48936;3280757316@3187333161|urn:sbrfsystems:49-ufo;4
91723;75319855@75320177|urn:sbrfsystems:55-isppn;4
32948;87990352@87990352|phiz-gate-gorod-sb;4
92882;103471798@134066548|urn:sbrfsystems:52-isppn;4
43232;69942353@71422976|phiz-gate-cpfl-skb;4
36077;10083979719@9969920343|urn:sbrfsystems:49-ufo;4
91481;38473825@77956737|urn:sbrfsystems:55-isppn;4
89837;VLD_OLIMP@VLD_OLIMP|urn:sbrfsystems:42-yenisei;4
35528;25210180@68758725|phiz-gate-cpfl-skb;4
78864;TTT911718@ASBC|phiz-gate-cpfl-dvb;4
95508;52899418@52901558|urn:sbrfsystems:55-isppn;4
37386;3014767182@3014767180|urn:sbrfsystems:49-ufo;4
48712;3123958102@3123958098|urn:sbrfsystems:49-ufo;4
75140;104756694@135738324|urn:sbrfsystems:52-isppn;4
37350;3014759019@3014759017|urn:sbrfsystems:49-ufo;4
48184;3014768597@3014768595|urn:sbrfsystems:49-ufo;4
78856;TTT334251@ASBC|phiz-gate-cpfl-dvb;4
89733;5462628@118058823|urn:sbrfsystems:55-isppn;4
48147;3014767739@3014767737|urn:sbrfsystems:49-ufo;4
82207;61848009@61848041|gorod-bajkal;4
73167;133194064@133194375|urn:sbrfsystems:52-isppn;4
27421;85197168@85197168|phiz-gate-gorod-sb;4
4595;60381596@60381596|phiz-gate-gorod-sb;4
85330;158780-48@158780-48|urn:sbrfsystems:54-asbil;4
73593;19355763@61796325|urn:sbrfsystems:52-isppn;4
81528;4890_06904_00_01@4890|phiz-gate-cpfl-cchb;4
40019;4079_06809_00_01@4079|phiz-gate-cpfl-cchb;4
81552;110824007@110824007|phiz-gate-gorod-sb;4
81713;10597462062@9530743659|urn:sbrfsystems:49-ufo;4
75813;68609875@68618759|phiz-gate-cpfl-skb;4
70116;5252029@94731358|urn:sbrfsystems:55-isppn;4
50343;20967_51039_00_01@20967|phiz-gate-cpfl-cchb;4
81526;4888_06904_00_01@4888|phiz-gate-cpfl-cchb;4
71986;106156384@106156581|urn:sbrfsystems:52-isppn;4
78341;37692367@37698777|gorod-bajkal;4
69551;74563177@75835802|urn:sbrfsystems:55-isppn;4
4538;56266021@56266021|phiz-gate-gorod-sb;4
60959;12364457720@3014725918|urn:sbrfsystems:49-ufo;4
15778;UF0883_06@JSK_79_7|urn:sbrfsystems:42-yenisei;4
76577;VLD_KIRIL@VLD_KIRIL|urn:sbrfsystems:42-yenisei;4
69419;65991711@66354565|urn:sbrfsystems:55-isppn;4
69744;83283237@83283597|urn:sbrfsystems:55-isppn;4
73418;135241819@135242726|urn:sbrfsystems:52-isppn;4
17003;24475642@24475642|phiz-gate-gorod-sb;4
75416;110092194@162673745|phiz-gate-gorod;4
29483;120899@65145142|phiz-gate-cpfl-skb;4
76345;TTTF59071@ASBC|phiz-gate-cpfl-dvb;4
47549;16772167@16772167|phiz-gate-gorod-sb;4
35552;49832376@68759505|phiz-gate-cpfl-skb;4
35308;68413827@68413947|phiz-gate-cpfl-skb;4
24714;KV187718@ASBC|phiz-gate-cpfl-dvb;4
70864;42183_19098_00_01@42183|urn:sbrfsystems:44-cpfl;4
71677;1247_01304_00_01@1247|phiz-gate-cpfl-cchb;4
78377;40510778@40522991|gorod-bajkal;4
75791;68609743@68639558|phiz-gate-cpfl-skb;4
78013;1547812@37955826|gorod-bajkal;4
76438;135866227@135866254|urn:sbrfsystems:52-isppn;4
72018;106371123@106371200|urn:sbrfsystems:52-isppn;4
77197;TTT971026@ASBC|phiz-gate-cpfl-dvb;4
76498;150953359@150962730|phiz-gate-gorod;4
63681;20822_51040_00_01@20822|phiz-gate-cpfl-cchb;4
97284;73528344@73748115|urn:sbrfsystems:55-isppn;4
108597;10051642667@6970023655|urn:sbrfsystems:49-ufo;4
97534;77171869@77218620|urn:sbrfsystems:55-isppn;4
98775;87326913@134068647|urn:sbrfsystems:52-isppn;4
105133;91339-54@91339-54|urn:sbrfsystems:54-asbil;4
109485;118689920@118690255|urn:sbrfsystems:55-isppn;4
108657;10158418144@6970023655|urn:sbrfsystems:49-ufo;4
92927;105362454@134264431|urn:sbrfsystems:52-isppn;4
108172;168539-54@168539-54|urn:sbrfsystems:54-asbil;4
104283;81740-54@81740-54|urn:sbrfsystems:54-asbil;4
100434;134735-56@134735-56|urn:sbrfsystems:54-asbil;4
95267;47538740@47538851|urn:sbrfsystems:55-isppn;4
107277;172972224@172972256|phiz-gate-gorod;4
102451;160517-69@160517-69|urn:sbrfsystems:54-asbil;4
97142;71848430@71848859|urn:sbrfsystems:55-isppn;4
103840;167663-54@167663-54|urn:sbrfsystems:54-asbil;4
103057;165470-05@165470-05|urn:sbrfsystems:54-asbil;4
106156;47269546@86490421|urn:sbrfsystems:55-isppn;4
96507;44355234@44355866|urn:sbrfsystems:55-isppn;4
101950;157899-46@157899-46|urn:sbrfsystems:54-asbil;4
102347;159845-69@159845-69|urn:sbrfsystems:54-asbil;4
49054;3522735690@3522735685|urn:sbrfsystems:49-ufo;4
97610;88667991@88668099|urn:sbrfsystems:55-isppn;4
107756;74981325@77125053|urn:sbrfsystems:55-isppn;4
98475;10634112074@9530727576|urn:sbrfsystems:49-ufo;4
38451;4499233191@4499226470|urn:sbrfsystems:49-ufo;4
94460;10054533008@9399951249|urn:sbrfsystems:49-ufo;4
100492;134968-56@134968-56|urn:sbrfsystems:54-asbil;4
101070;139318-11@139318-11|urn:sbrfsystems:54-asbil;4
102986;164519-54@164519-54|urn:sbrfsystems:54-asbil;4
106058;39862713@111533133|urn:sbrfsystems:55-isppn;4
102449;160505-48@160505-48|urn:sbrfsystems:54-asbil;4
96446;42654710@42732481|urn:sbrfsystems:55-isppn;4
95791;75030255@75030294|urn:sbrfsystems:55-isppn;4
95901;94124450@94126246|urn:sbrfsystems:55-isppn;4
90729;15031990346@12612184081|urn:sbrfsystems:49-ufo;4
106317;49959352@89715879|urn:sbrfsystems:55-isppn;4
99987;128807-56@128807-56|urn:sbrfsystems:54-asbil;4
95976;47810318@47815729|urn:sbrfsystems:55-isppn;4
106956;82735384@82735628|urn:sbrfsystems:55-isppn;4
95950;118196252@118196491|urn:sbrfsystems:55-isppn;4
39152;9024331834@9024322516|urn:sbrfsystems:49-ufo;4
97213;72726852@72754406|urn:sbrfsystems:55-isppn;4
73651;31951859@61388704|urn:sbrfsystems:52-isppn;4
49288;5577434206@5577428564|urn:sbrfsystems:49-ufo;4
73551;17467575@61795749|urn:sbrfsystems:52-isppn;4
102455;160532-48@160532-48|urn:sbrfsystems:54-asbil;4
38249;3462930409@3047376722|urn:sbrfsystems:49-ufo;4
48990;3385474668@3385474664|urn:sbrfsystems:49-ufo;4
106394;5075386@102473373|urn:sbrfsystems:55-isppn;4
56489;10109151377@10074894765|urn:sbrfsystems:49-ufo;4
95624;71915043@71915357|urn:sbrfsystems:55-isppn;4
106115;44908393@46129023|urn:sbrfsystems:55-isppn;4
95245;44432174@44433261|urn:sbrfsystems:55-isppn;4
99658;120595-48@120595-48|urn:sbrfsystems:54-asbil;4
97603;86959077@86979859|urn:sbrfsystems:55-isppn;4
96493;43570863@43588508|urn:sbrfsystems:55-isppn;4
63145;20183_51223_00_01@20183|phiz-gate-cpfl-cchb;4
90675;85419_50585_00_01@85419|phiz-gate-cpfl-cchb;4
95208;42753205@42753234|urn:sbrfsystems:55-isppn;4
92531;165976-69@165976-69|urn:sbrfsystems:54-asbil;4
69203;47651327@47664098|urn:sbrfsystems:55-isppn;4
37571;3014801671@3014801669|urn:sbrfsystems:49-ufo;4
65682;1465512@1465512|phiz-gate-gorod-sb;4
61452;17227_50736_00_01@17227|phiz-gate-cpfl-cchb;4
4214;20805880@20805880|phiz-gate-gorod-sb;4
39608;40510760@48604063|gorod-bajkal;4
41777;48971_25013_00_07@48971|urn:sbrfsystems:44-cpfl;4
67673;38247_52970_00_01@38247|phiz-gate-cpfl-cchb;4
39297;66946517@67261134|phiz-gate-cpfl-skb;4
61085;2000256_18021_00_07@2000256|urn:sbrfsystems:16-cpfl;4
5107;14523894@14523894|phiz-gate-gorod-sb;4
65995;140519561@140534415|phiz-gate-gorod;4
66015;147419601@147436960|phiz-gate-gorod;4
53602;75684740@75684769|phiz-gate-cpfl-skb;4
41392;8367820@70809647|phiz-gate-cpfl-skb;4
60639;TTT911614@ASBC|phiz-gate-cpfl-dvb;4
57352;78521896@78522211|phiz-gate-cpfl-skb;4
32958;87990537@87990537|phiz-gate-gorod-sb;4
4357;36344843@36344843|phiz-gate-gorod-sb;4
41535;TTT781195@ASBC|phiz-gate-cpfl-dvb;4
116833;171848-56@171848-56|urn:sbrfsystems:54-asbil;4
54465;100142914@100142914|phiz-gate-gorod-sb;4
114449;16332574381@16332506519|urn:sbrfsystems:49-ufo;4
114919;AYAK17718@ASBC|phiz-gate-cpfl-dvb;4
114058;85918706@85918829|urn:sbrfsystems:55-isppn;4
115417;86011128@86011188|urn:sbrfsystems:55-isppn;4
111792;Org_33728@5535|urn:sbrfsystems:99-rbc;4
86940;166019-69@166019-69|urn:sbrfsystems:54-asbil;4
115249;96727601@96727632|urn:sbrfsystems:55-isppn;4
117089;73830906@123685889|urn:sbrfsystems:55-isppn;4
109495;4727265@121810513|urn:sbrfsystems:55-isppn;4
112012;Org_5356@4268|urn:sbrfsystems:99-rbc;4
102590;162171-54@162171-54|urn:sbrfsystems:54-asbil;4
114790;AGM186361@ASBC|phiz-gate-cpfl-dvb;4
102651;162530-46@162530-46|urn:sbrfsystems:54-asbil;4
109528;TTT911775@ASBC|phiz-gate-cpfl-dvb;4
111192;Org_31623@3682|urn:sbrfsystems:99-rbc;4
96338;115659625@115659911|urn:sbrfsystems:55-isppn;4
91858;91105533@91105988|urn:sbrfsystems:55-isppn;4
89201;111886051@111886051|phiz-gate-gorod-sb;4
112076;Org_90092@4333|urn:sbrfsystems:99-rbc;4
114196;99411961@99412086|urn:sbrfsystems:55-isppn;4
108891;150005_14@T_TIMIR|urn:sbrfsystems:42-yenisei;4
111843;Org_33783@5602|urn:sbrfsystems:99-rbc;4
110451;3135@5185|urn:sbrfsystems:99-rbc;4
56610;10181704763@9713436907|urn:sbrfsystems:49-ufo;4
111931;Org_33875@2757|urn:sbrfsystems:99-rbc;4
107682;62581342@62581370|urn:sbrfsystems:55-isppn;4
110707;3549@5383|urn:sbrfsystems:99-rbc;4
108896;150008_56@DS_DRUSE|urn:sbrfsystems:42-yenisei;4
105848;98586-54@98586-54|urn:sbrfsystems:54-asbil;4
69870;92029975@92192661|urn:sbrfsystems:55-isppn;4
105073;91229-54@91229-54|urn:sbrfsystems:54-asbil;4
92887;103526863@133759370|urn:sbrfsystems:52-isppn;4
111403;Org_33082@3895|urn:sbrfsystems:99-rbc;4
108561;10012707411@6970023655|urn:sbrfsystems:49-ufo;4
37675;3178186211@3178185075|urn:sbrfsystems:49-ufo;4
107136;95588517@95588563|urn:sbrfsystems:55-isppn;4
100688;135672-56@135672-56|urn:sbrfsystems:54-asbil;4
107690;6887152@60435082|urn:sbrfsystems:55-isppn;4
106008;26447331@80453916|urn:sbrfsystems:55-isppn;4
104129;73387-54@73387-54|urn:sbrfsystems:54-asbil;4
109227;15601954055@15601722800|urn:sbrfsystems:49-ufo;4
95834;82935724@82935974|urn:sbrfsystems:55-isppn;4
