16,AF,42,46577674,Уральский банк
44,CX,132,45004641,Кредиты Сибирского банка
4400,CX,132,45004641,Кредиты Сибирского банка
26,CX,132,43207612,Кредиты Кемеровского банка
2600,CX,132,43207612,Кредиты Кемеровского банка
64,CX,132,46902606,Кредиты Томского банка
6400,CX,132,46902606,Кредиты Томского банка
2612,CX,132,45004641,Кредиты Анжеро-Судженское ОСБ 2356
2614,CX,132,45004641,Кредиты Беловское ОСБ 2359
2611,CX,132,45004641,Кредиты Беловское ОСБ 2359
2617,CX,132,45004641,Кредиты Городское ОСБ 2363
2604,CX,132,45004641,Кредиты Городское ОСБ 2363
2621,CX,132,45004641,Кредиты Городское ОСБ 2363
2618,CX,132,45004641,Кредиты Ленинск-Кузнецкое ОСБ 2364
2615,CX,132,45004641,Кредиты Ленинск-Кузнецкое ОСБ 2364
2605,CX,132,45004641,Кредиты Ленинск-Кузнецкое ОСБ 2364
2606,CX,132,45004641,Кредиты Юргинское ОСБ 5963
2610,CX,132,45004641,Кредиты Таштагольское ОСБ 6244
2622,CX,132,45004641,Кредиты Мариинское ОСБ 7388
2607,CX,132,45004641,Кредиты Междуреченское ОСБ 7763
